timestamp_ms,value
0,-23.154582591832774
250,-23.187750596261687
500,-22.79312909527741
750,-23.29573710048667
1000,-23.23200933627688
1250,-22.80239269738172
1500,-23.642857851699983
1750,-22.663399413710838
2000,-23.171301747221445
2250,-23.290020963223565
2500,-22.879934213346804
2750,-23.327292563073012
3000,-22.784661850229845
3250,-23.004655558533802
3500,-23.337377730783615
3750,-22.465573841382508
4000,-22.812059432568265
4250,-23.065078628362965
4500,-22.648194620227976
4750,-23.276260005614926
5000,-23.144952938274937
5250,-23.129255118867214
5500,-23.14177805295107
5750,-23.036452559158
6000,-23.068094862193853
6250,-23.658288882476466
6500,-23.220820129740122
6750,-22.813902090461127
7000,-23.06635038705777
7250,-23.15148030406923
7500,-23.127759946438964
7750,-23.456050926756063
8000,-22.793207701747725
8250,-23.24647841198516
8500,-23.103481295995977
8750,-23.251201408661288
9000,-22.859354718484592
9250,-23.002601990094174
9500,-22.571716927636775
9750,-22.74331126705898
10000,-23.057749299357166
10250,-23.33389613390505
10500,-23.13750193370509
10750,-23.40911671785223
11000,-22.846251378546526
11250,-23.047999503690956
11500,-22.412351318310815
11750,-22.748922085686107
12000,-23.018842012728516
12250,-22.65288660723832
12500,-23.176238186999907
12750,-23.007140319009203
13000,-23.559741193092645
13250,-22.619596528185028
13500,-22.85700792382582
13750,-22.66116337427039
14000,-23.149117646913755
14250,-22.819917878300984
14500,-22.65328812568934
14750,-23.20072638411927
15000,-22.62358546169414
15250,-23.282546737443912
15500,-23.102072206119544
15750,-22.862551298790553
16000,-23.18959914329628
16250,-22.85331791968668
16500,-23.001339267821642
16750,-23.068252304462558
17000,-22.881025779087427
17250,-23.000902752669152
17500,-23.29507994604484
17750,-22.83773727133505
18000,-22.798952704972294
18250,-22.85080969426583
18500,-23.031216051182327
18750,-22.763471081466665
19000,-23.270135811146957
19250,-22.92486553545481
19500,-23.04923329439141
19750,-23.188602750632956
20000,-22.93662833325863
20250,-22.83567962739969
20500,-23.212478709869234
20750,-23.024906892767294
21000,-22.826514801898938
21250,-22.90034931380796
21500,-22.673733530943505
21750,-23.241188354725995
22000,-23.169826589371496
22250,-23.18137457270254
22500,-22.88904659132282
22750,-22.72472965639997
23000,-22.87756413761682
23250,-22.98820644131131
23500,-22.78144709252842
23750,-23.061778031944975
24000,-22.772960300963078
24250,-22.626728831310977
24500,-23.186723955209775
24750,-23.24744615261093
25000,-22.64796245992846
25250,-23.08416238280061
25500,-23.07049325519412
25750,-22.689312403039388
26000,-23.429293457436714
26250,-22.38394445349998
26500,-22.7398660634079
26750,-23.135764513838975
27000,-22.999978055479456
27250,-22.95742455333233
27500,-22.978053182577103
27750,-22.901160519024717
28000,-23.089597204245948
28250,-22.579817448565663
28500,-22.694507237734904
28750,-23.065418068854548
29000,-23.09405818172253
29250,-23.307695352652857
29500,-22.762962488413343
29750,-22.69887978095007
30000,-23.072019366088306
30250,-22.86584555076666
30500,-23.386941139898287
30750,-23.038036913114773
31000,-22.897891971946052
31250,-22.605908782549548
31500,-22.94775610808924
31750,-23.228982893751226
32000,-22.93587074111953
32250,-22.681419183662445
32500,-22.741065647488014
32750,-23.1784164972659
33000,-22.803999145901667
33250,-23.27951096085242
33500,-23.03346243070896
33750,-23.46170878857501
34000,-23.084982259730204
34250,-23.03659594976924
34500,-22.796482849153744
34750,-23.270985754342576
35000,-22.83893228990436
35250,-23.151566063702333
35500,-22.93319505599354
35750,-22.832780412155834
36000,-23.364632648232554
36250,-22.875853992020158
36500,-22.96989302510343
36750,-22.335595147480976
37000,-22.547491115588592
37250,-22.89106804421254
37500,-22.897463368690243
37750,-23.003192277062933
38000,-23.142976171991904
38250,-23.626819356552005
38500,-22.822887353149383
38750,-22.963561161904146
39000,-23.449265615696973
39250,-23.113781736610854
39500,-23.22144212681902
39750,-22.82407664144772
40000,-22.866306022232802
40250,-23.523009576348404
40500,-23.25446405955328
40750,-23.022362531160635
41000,-22.674431550715042
41250,-22.674123991883764
41500,-23.24981217167615
41750,-22.63148511544177
42000,-22.727976205328527
42250,-23.081122669505266
42500,-23.23442826693572
42750,-22.96195995222496
43000,-22.951158273762402
43250,-23.287303951683878
43500,-23.01456529385352
43750,-22.854396719058652
44000,-23.039749906608286
44250,-23.14097014097399
44500,-22.780573812403105
44750,-22.704615828722734
45000,-22.810369678919287
45250,-23.068925454558002
45500,-23.289706756511695
45750,-23.189606566135073
46000,-22.89769486346746
46250,-23.283406774235868
46500,-23.00669597799806
46750,-22.886051109354906
47000,-22.73643159797706
47250,-22.828029375107914
47500,-23.17540773666726
47750,-22.942098774877696
48000,-23.166110022130855
48250,-23.303632154109184
48500,-22.964776501906034
48750,-23.44865828088101
49000,-23.077559352008088
49250,-23.293707640345996
49500,-23.368033194494856
49750,-23.01595122880081
50000,-23.36943263159495
50250,-22.825896754561345
50500,-22.87311860252441
50750,-22.626218528750105
51000,-23.082776933356733
51250,-23.688912608979578
51500,-23.183413535869764
51750,-23.156534594287518
52000,-22.632306647964178
52250,-23.428678349189205
52500,-22.757846195623856
52750,-23.64656115521535
53000,-22.90530969254407
53250,-22.79402814883359
53500,-23.46047837612601
53750,-22.83283511249983
54000,-22.7863134876732
54250,-23.19636433822653
54500,-23.259466428142634
54750,-23.149332421192444
55000,-22.59871279887213
55250,-22.89940672292637
55500,-23.33409798456655
55750,-22.739164321839734
56000,-23.222349151554408
56250,-22.9502887952152
56500,-23.263880308309606
56750,-22.677617334295473
57000,-23.021857827349017
57250,-23.295113048441248
57500,-22.758721753058033
57750,-22.892624714854005
58000,-23.20467200908702
58250,-22.865901845492147
58500,-23.011046314042854
58750,-23.521608609035756
59000,-23.07173793363728
59250,-23.14814531602918
59500,-22.71012041269158
59750,-23.210479207319317
60000,-23.258284005818908
60250,-23.36580045190728
60500,-22.994809685650946
60750,-22.651208062903486
61000,-23.1548064598667
61250,-22.593505868211512
61500,-22.584416785302764
61750,-23.115046232039134
62000,-23.392547896249365
62250,-22.76433111266337
62500,-22.77342646035256
62750,-23.23366176948601
63000,-23.123382534862575
63250,-23.170083488403414
63500,-22.73767831072234
63750,-23.323822640764398
64000,-22.763956139123916
64250,-23.177271507321674
64500,-23.278773459832543
64750,-22.911764225200926
65000,-22.831646575302468
65250,-23.19699566265412
65500,-22.423975359283705
65750,-23.330256881757748
66000,-22.87845066914183
66250,-23.279132415325762
66500,-22.96148409154677
66750,-22.97949108945739
67000,-23.231241274117238
67250,-22.578288483291885
67500,-22.602473625461574
67750,-22.622580468445648
68000,-23.217004804348644
68250,-23.19230464649872
68500,-22.79455367662325
68750,-22.936585066514077
69000,-23.345178537895485
69250,-23.14981517656894
69500,-23.13702007589452
69750,-22.92063319349456
70000,-22.897491527012924
70250,-23.591129545291437
70500,-22.551780057318215
70750,-23.001004081793706
