timestamp_ms,value
0,-23
250,-22.607704521360777
500,-22.217827674798844
750,-21.832773180720473
1000,-21.454915028125264
1250,-21.08658283817455
1500,-20.730047501302266
1750,-20.387507176420257
2000,-20.061073738537633
2250,-19.752759758349082
2500,-19.464466094067262
2750,-19.197970171999845
3000,-18.954915028125264
3250,-18.73679917822954
3500,-18.54496737905816
3750,-18.380602337443566
4000,-18.244717418524232
4250,-18.138150398011618
4500,-18.061558297024312
4750,-18.01541333133436
5000,-18
5250,-18.01541333133436
5500,-18.061558297024312
5750,-18.138150398011618
6000,-18.244717418524232
6250,-18.380602337443566
6500,-18.54496737905816
6750,-18.73679917822954
7000,-18.954915028125264
7250,-19.197970171999845
7500,-19.464466094067262
7750,-19.752759758349082
8000,-20.061073738537633
8250,-20.387507176420257
8500,-20.730047501302266
8750,-21.08658283817455
9000,-21.454915028125264
9250,-21.832773180720473
9500,-22.217827674798844
9750,-22.607704521360773
10000,-23
10250,-23.392295478639223
10500,-23.782172325201152
10750,-24.167226819279527
11000,-24.545084971874736
11250,-24.91341716182545
11500,-25.269952498697734
11750,-25.612492823579743
12000,-25.938926261462363
12250,-26.247240241650918
12500,-26.535533905932738
12750,-26.80202982800015
13000,-27.045084971874736
13250,-27.26320082177046
13500,-27.45503262094184
13750,-27.61939766255643
14000,-27.755282581475768
14250,-27.861849601988382
14500,-27.938441702975688
14750,-27.98458666866564
15000,-28
15250,-27.98458666866564
15500,-27.938441702975688
15750,-27.861849601988382
16000,-27.755282581475768
16250,-27.619397662556434
16500,-27.45503262094184
16750,-27.26320082177046
17000,-27.045084971874736
17250,-26.802029828000155
17500,-26.535533905932738
17750,-26.24724024165092
18000,-25.938926261462367
18250,-25.612492823579743
18500,-25.269952498697734
18750,-24.913417161825453
19000,-24.545084971874736
19250,-24.167226819279527
19500,-23.782172325201156
19750,-23.392295478639227
20000,-23
20250,-22.607704521360773
20500,-22.217827674798848
20750,-21.832773180720476
21000,-21.454915028125264
21250,-21.08658283817455
21500,-20.730047501302266
21750,-20.387507176420257
22000,-20.061073738537637
22250,-19.752759758349082
22500,-19.464466094067262
22750,-19.19797017199985
23000,-18.954915028125264
23250,-18.73679917822954
23500,-18.54496737905816
23750,-18.38060233744357
24000,-18.244717418524232
24250,-18.138150398011618
24500,-18.061558297024312
24750,-18.01541333133436
25000,-18
25250,-18.01541333133436
25500,-18.061558297024312
25750,-18.138150398011618
26000,-18.244717418524232
26250,-18.380602337443566
26500,-18.544967379058164
26750,-18.73679917822954
27000,-18.954915028125264
27250,-19.197970171999845
27500,-19.46446609406726
27750,-19.75275975834908
28000,-20.061073738537633
28250,-20.387507176420257
28500,-20.73004750130227
28750,-21.086582838174547
29000,-21.45491502812526
29250,-21.832773180720473
29500,-22.21782767479884
29750,-22.60770452136077
30000,-22.999999999999996
30250,-23.392295478639227
30500,-23.782172325201156
30750,-24.167226819279524
31000,-24.545084971874736
31250,-24.91341716182545
31500,-25.269952498697727
31750,-25.612492823579743
32000,-25.938926261462363
32250,-26.247240241650918
32500,-26.535533905932738
32750,-26.80202982800015
33000,-27.045084971874736
33250,-27.26320082177046
33500,-27.455032620941836
33750,-27.61939766255643
34000,-27.755282581475768
34250,-27.861849601988382
34500,-27.938441702975688
34750,-27.98458666866564
35000,-28
35250,-27.98458666866564
35500,-27.938441702975688
35750,-27.861849601988382
36000,-27.755282581475768
36250,-27.619397662556434
36500,-27.45503262094184
36750,-27.263200821770464
37000,-27.045084971874736
37250,-26.802029828000155
37500,-26.53553390593274
37750,-26.24724024165092
38000,-25.938926261462367
38250,-25.612492823579743
38500,-25.269952498697734
38750,-24.913417161825453
39000,-24.54508497187474
39250,-24.167226819279527
39500,-23.78217232520116
39750,-23.39229547863923
40000,-23.000000000000004
40250,-22.607704521360777
40500,-22.217827674798844
40750,-21.832773180720476
41000,-21.454915028125264
41250,-21.08658283817455
41500,-20.730047501302273
41750,-20.38750717642026
42000,-20.061073738537637
42250,-19.752759758349082
42500,-19.464466094067262
42750,-19.19797017199985
43000,-18.954915028125264
43250,-18.73679917822954
43500,-18.544967379058164
43750,-18.38060233744357
44000,-18.244717418524232
44250,-18.138150398011618
44500,-18.061558297024312
44750,-18.01541333133436
45000,-18
45250,-18.01541333133436
45500,-18.06155829702431
45750,-18.138150398011614
46000,-18.244717418524232
46250,-18.380602337443566
46500,-18.54496737905816
46750,-18.736799178229536
47000,-18.95491502812526
47250,-19.197970171999845
47500,-19.464466094067255
47750,-19.75275975834908
48000,-20.061073738537633
48250,-20.387507176420254
48500,-20.730047501302266
48750,-21.086582838174547
49000,-21.45491502812526
49250,-21.832773180720473
49500,-22.217827674798837
49750,-22.60770452136077
50000,-22.999999999999996
50250,-23.392295478639223
50500,-23.782172325201156
50750,-24.16722681927952
51000,-24.545084971874726
51250,-24.91341716182544
51500,-25.269952498697727
51750,-25.61249282357974
52000,-25.938926261462363
52250,-26.247240241650918
52500,-26.535533905932738
52750,-26.80202982800016
53000,-27.04508497187474
53250,-27.263200821770454
53500,-27.455032620941836
53750,-27.61939766255643
54000,-27.755282581475768
54250,-27.861849601988382
54500,-27.938441702975688
54750,-27.984586668665642
55000,-28
55250,-27.984586668665642
55500,-27.93844170297569
55750,-27.861849601988386
56000,-27.755282581475768
56250,-27.619397662556434
56500,-27.45503262094184
56750,-27.26320082177046
57000,-27.045084971874733
57250,-26.802029828000162
57500,-26.535533905932745
57750,-26.24724024165092
58000,-25.93892626146237
58250,-25.612492823579746
58500,-25.269952498697734
58750,-24.913417161825446
59000,-24.54508497187475
59250,-24.167226819279538
59500,-23.782172325201163
59750,-23.39229547863923
60000,-23.000000000000004
60250,-22.607704521360777
60500,-22.217827674798844
60750,-21.83277318072047
61000,-21.454915028125257
61250,-21.08658283817456
61500,-20.730047501302273
61750,-20.38750717642026
62000,-20.061073738537637
62250,-19.752759758349082
62500,-19.464466094067262
62750,-19.19797017199984
63000,-18.95491502812527
63250,-18.736799178229546
63500,-18.544967379058164
63750,-18.38060233744357
64000,-18.244717418524232
64250,-18.138150398011618
64500,-18.061558297024312
64750,-18.01541333133436
65000,-18
65250,-18.015413331334358
65500,-18.06155829702431
65750,-18.138150398011614
66000,-18.244717418524232
66250,-18.380602337443566
66500,-18.54496737905816
66750,-18.73679917822954
67000,-18.954915028125257
67250,-19.197970171999838
67500,-19.464466094067255
67750,-19.752759758349075
68000,-20.06107373853763
68250,-20.387507176420254
68500,-20.730047501302266
68750,-21.086582838174554
69000,-21.454915028125267
69250,-21.832773180720462
69500,-22.217827674798837
69750,-22.60770452136077
70000,-22.999999999999996
70250,-23.392295478639223
70500,-23.782172325201156
70750,-24.16722681927953
71000,-24.545084971874726
71250,-24.91341716182544
71500,-25.269952498697727
71750,-25.61249282357974
72000,-25.938926261462363
72250,-26.247240241650918
72500,-26.535533905932738
72750,-26.80202982800016
73000,-27.04508497187474
73250,-27.263200821770454
73500,-27.455032620941836
73750,-27.61939766255643
74000,-27.755282581475768
74250,-27.861849601988382
74500,-27.938441702975688
74750,-27.98458666866564
75000,-28
75250,-27.984586668665642
75500,-27.93844170297569
75750,-27.861849601988386
76000,-27.755282581475768
76250,-27.619397662556434
76500,-27.45503262094184
76750,-27.26320082177046
77000,-27.045084971874736
77250,-26.802029828000162
77500,-26.535533905932745
77750,-26.247240241650925
78000,-25.93892626146237
78250,-25.612492823579746
78500,-25.269952498697734
78750,-24.913417161825446
79000,-24.54508497187475
79250,-24.167226819279538
79500,-23.782172325201163
79750,-23.39229547863923
80000,-23.000000000000004
80250,-22.607704521360777
80500,-22.217827674798848
80750,-21.832773180720473
81000,-21.45491502812526
81250,-21.08658283817456
81500,-20.730047501302273
81750,-20.38750717642026
82000,-20.061073738537637
82250,-19.752759758349086
82500,-19.464466094067262
82750,-19.197970171999845
83000,-18.95491502812527
83250,-18.736799178229546
83500,-18.544967379058164
83750,-18.38060233744357
84000,-18.244717418524232
84250,-18.138150398011618
84500,-18.061558297024312
84750,-18.01541333133436
85000,-18
85250,-18.015413331334358
85500,-18.06155829702431
85750,-18.138150398011614
86000,-18.244717418524232
86250,-18.380602337443566
86500,-18.54496737905816
86750,-18.73679917822954
87000,-18.954915028125257
87250,-19.197970171999838
87500,-19.464466094067255
87750,-19.752759758349075
88000,-20.06107373853763
88250,-20.387507176420254
88500,-20.730047501302266
88750,-21.086582838174554
89000,-21.454915028125267
89250,-21.832773180720462
89500,-22.217827674798837
89750,-22.607704521360766
90000,-22.999999999999993
90250,-23.39229547863922
90500,-23.782172325201152
90750,-24.167226819279527
91000,-24.545084971874722
91250,-24.913417161825436
91500,-25.269952498697727
91750,-25.61249282357974
92000,-25.938926261462363
92250,-26.247240241650914
92500,-26.535533905932738
92750,-26.802029828000155
93000,-27.04508497187474
93250,-27.263200821770454
93500,-27.455032620941836
93750,-27.61939766255643
94000,-27.755282581475768
94250,-27.861849601988382
94500,-27.938441702975688
94750,-27.98458666866564
95000,-28
95250,-27.984586668665642
95500,-27.93844170297569
95750,-27.861849601988386
96000,-27.755282581475768
96250,-27.619397662556437
96500,-27.45503262094184
96750,-27.26320082177046
97000,-27.045084971874736
97250,-26.802029828000162
97500,-26.535533905932745
97750,-26.247240241650925
98000,-25.93892626146237
98250,-25.612492823579746
98500,-25.269952498697734
98750,-24.91341716182545
99000,-24.54508497187475
99250,-24.167226819279538
99500,-23.782172325201167
99750,-23.392295478639234
100000,-23.000000000000007
100250,-22.60770452136078
100500,-22.217827674798848
100750,-21.832773180720473
101000,-21.45491502812526
101250,-21.086582838174564
101500,-20.730047501302277
101750,-20.387507176420264
102000,-20.061073738537655
102250,-19.752759758349086
102500,-19.464466094067276
102750,-19.197970171999845
103000,-18.95491502812527
103250,-18.736799178229536
103500,-18.544967379058164
103750,-18.380602337443563
104000,-18.244717418524232
104250,-18.13815039801162
104500,-18.061558297024312
104750,-18.01541333133436
105000,-18
105250,-18.015413331334358
105500,-18.061558297024312
105750,-18.138150398011614
106000,-18.244717418524235
106250,-18.380602337443563
106500,-18.54496737905815
106750,-18.73679917822954
107000,-18.954915028125253
107250,-19.19797017199985
107500,-19.464466094067255
107750,-19.75275975834909
108000,-20.06107373853763
108250,-20.387507176420236
108500,-20.730047501302263
108750,-21.086582838174536
109000,-21.454915028125264
109250,-21.83277318072046
109500,-22.21782767479885
109750,-22.607704521360766
110000,-22.999999999999975
110250,-23.39229547863922
110500,-23.782172325201135
110750,-24.167226819279527
111000,-24.545084971874722
111250,-24.913417161825453
111500,-25.269952498697723
111750,-25.61249282357975
112000,-25.93892626146236
112250,-26.2472402416509
112500,-26.535533905932734
112750,-26.802029828000144
113000,-27.045084971874736
113250,-27.263200821770454
113500,-27.455032620941843
113750,-27.61939766255643
114000,-27.75528258147577
114250,-27.861849601988382
114500,-27.938441702975688
114750,-27.98458666866564
115000,-28
115250,-27.98458666866564
115500,-27.93844170297569
115750,-27.861849601988382
116000,-27.755282581475768
116250,-27.619397662556445
116500,-27.45503262094184
116750,-27.26320082177047
117000,-27.045084971874736
117250,-26.802029828000165
117500,-26.535533905932734
117750,-26.247240241650925
118000,-25.938926261462385
118250,-25.61249282357975
118500,-25.26995249869775
118750,-24.91341716182545
119000,-24.545084971874754
119250,-24.167226819279524
119500,-23.782172325201167
119750,-23.392295478639216
